date,start,end,n_alert_windows,peak_z,peak_time,peak_classes,share_multiclass,sigma_ratio,event,type
2008-02-25,11:58:00,12:04:00,7,4.746867536465776,12:01:00,3,1.0,0.8381320231969561,,mixed
2009-12-16,13:30:00,13:46:00,16,4.739936466488323,13:38:00,3,1.0,0.4069436507843013,,compressed
2017-09-15,13:10:00,13:39:00,30,4.73513018401301,13:27:00,3,0.9,0.4810211499623664,,compressed
2017-11-21,12:39:00,12:39:00,1,4.7316302800548975,12:39:00,1,0.0,0.46530633489192674,,compressed
2018-05-01,13:08:00,13:17:00,10,4.728802654157326,13:13:00,2,1.0,1.1254488452381284,,mixed
2016-04-27,14:00:00,14:10:00,8,4.721354424871192,14:02:00,2,1.0,1.8177043712932262,,dispersed
2012-08-28,14:58:00,14:59:00,2,4.719512991555681,14:58:00,2,1.0,0.45446696733546155,,compressed
2012-10-17,12:55:00,13:01:00,7,4.714719246194183,13:01:00,1,0.0,0.43285843798525225,,compressed
2017-12-01,11:13:00,11:19:00,7,4.707868792718652,11:14:00,2,1.0,10.480666512730696,,dispersed
2019-10-30,10:03:00,10:25:00,23,4.703333035514399,10:10:00,2,1.0,2.58910969545777,,dispersed
2009-12-17,13:19:00,13:24:00,6,4.69866257001545,13:24:00,3,1.0,2.196329737527823,,dispersed
2012-10-01,10:00:00,10:25:00,24,4.696429200608051,10:25:00,2,1.0,2.864978704224359,,dispersed
2009-05-20,11:04:00,11:17:00,10,4.6932967158688506,11:10:00,2,0.6,0.8658416041593381,,mixed
2016-03-02,13:00:00,13:04:00,4,4.691506686126696,13:00:00,1,0.0,0.7078307936321386,,mixed
2019-07-24,14:07:00,14:17:00,8,4.6866137331866025,14:15:00,1,0.0,0.8324176680604839,,mixed
2014-07-11,13:50:00,13:59:00,10,4.684449808708048,13:55:00,3,0.2,0.47688410474016857,,compressed
2020-12-11,13:27:00,13:36:00,8,4.683321813078308,13:30:00,2,0.625,1.0952225879928248,,mixed
2011-01-12,13:48:00,14:01:00,14,4.679712865435481,14:01:00,1,0.5714285714285714,0.4143283080261266,,compressed
2009-08-28,15:29:00,15:38:00,9,4.679084465606017,15:33:00,3,1.0,1.2727124692776663,,mixed
2019-11-13,13:57:00,14:01:00,5,4.678660308199367,13:59:00,2,1.0,3.137558412520645,,dispersed
2014-12-23,15:51:00,15:54:00,4,4.675252992093692,15:51:00,1,0.75,0.6925022439995415,,mixed
2009-10-12,14:07:00,14:09:00,3,4.673873931482545,14:07:00,3,0.6666666666666666,0.34266284382226087,,compressed
2010-04-28,14:07:00,14:09:00,3,4.672188065874247,14:07:00,3,1.0,0.453613254105691,,compressed
2009-08-21,13:54:00,14:03:00,9,4.668100344016743,13:58:00,2,0.8888888888888888,0.5287116244194205,,compressed
2013-06-06,11:56:00,11:58:00,3,4.664618229765148,11:57:00,2,1.0,1.1886452670078045,,mixed
2017-03-31,12:34:00,13:05:00,32,4.659988771759724,12:44:00,2,0.125,0.48779056425695566,,compressed
2015-02-17,14:52:00,14:58:00,7,4.657588474852333,14:53:00,1,0.0,0.7241716769642476,,mixed
2010-07-22,13:49:00,13:51:00,3,4.657109521579833,13:50:00,1,0.0,0.36302438962910094,,compressed
2020-06-22,12:23:00,12:32:00,10,4.6531040241921495,12:28:00,2,1.0,0.6990405221215674,,mixed
2008-10-01,13:44:00,13:53:00,10,4.652607563384926,13:46:00,3,1.0,2.456982705302131,,dispersed
2014-06-20,14:00:00,14:03:00,4,4.652188168813357,14:00:00,1,0.0,0.43242967112253333,,compressed
2019-06-27,15:00:00,15:05:00,6,4.6466179775642695,15:01:00,1,0.0,0.6273650187282115,,compressed
2010-05-06,14:44:00,14:55:00,11,4.642237069244773,14:54:00,2,1.0,14.986292978072436,FLASH CRASH,dispersed
2012-01-20,13:13:00,13:14:00,2,4.640132884929086,13:13:00,3,1.0,0.4189107475823447,,compressed
